transaction_id,transaction_date,value_date,account_id,customer_id,transaction_type,amount,running_balance,description,reference_number,channel,merchant_name,merchant_category_code,is_debit,status,currency,exchange_rate
c9017f2e-bee6-4d37-91d9-4137f776084c,2016-08-26,2016-08-26,f941003f-6ee8-444d-a05b-1e24523a0b8a,489a6541-a54b-4982-ab84-00aa5d9b5247,Interest,3873.37,-11315.95,Interest - iterate front-end interfaces,REF303911376,Mobile,,,False,Completed,ZAR,1.0
834a97a5-c0d7-46b2-9ed7-f1b49d3ad100,2020-02-29,2020-02-29,6b8cbf91-fff9-4f00-8979-ee931fa22343,b5b3882d-b5aa-4d83-a6db-9eb5e22b1902,EFT,441469.77,443073.1,EFT - iterate end-to-end systems,REF200252735,API,,,False,Completed,ZAR,1.0
28a10572-318a-4077-a2c8-745e286744cc,2021-07-06,2021-07-08,52a7f25c-2aa9-459e-bc9f-5ddc18722407,1bc35f30-4d58-4c03-9e0a-7fa17c008883,ATM Withdrawal,1904.38,16391.28,ATM Withdrawal - deliver turn-key relationships,REF282241647,Online,,,True,Completed,ZAR,1.0
05239fcb-eb0b-495c-8653-cbec20ddbca1,2020-08-09,2020-08-09,20e9c1d5-41bb-4b0f-a3b0-53838dd7a562,cfb6b46a-57ca-4813-a5e8-ca78f77e473a,Debit Order,3016.59,186234.29,Debit Order - innovate transparent mindshare,REF777428713,ATM,,,True,Completed,ZAR,1.0
004571b7-040e-489b-9c4f-ad162128bc14,2019-01-22,2019-01-22,46b453d1-ac1b-4ad9-ac8c-c5b29f3d414e,0164c302-4300-4edf-bd9b-380907bfda6a,Debit Order,6905.48,-2867.43,Debit Order - morph revolutionary e-business,REF662252101,Mobile,,,True,Completed,ZAR,1.0
a28b068f-0a12-4b99-bd17-bedf080d8c51,2016-03-03,2016-03-03,5a4e04d8-3bd0-4d18-a696-b10e307bc1fa,e99f7956-cc34-4de2-8510-ed7a366f6fa5,Internal Transfer,69270.39,80891.53,Internal Transfer - extend interactive schemas,REF704992799,Branch,,,False,Pending,ZAR,1.0
0b963939-6da2-445b-aee7-c0143d53c4e0,2022-01-05,2022-01-07,fd244ae1-ddb8-4e67-a44f-41bc715d0f10,85b82117-2d26-41b2-a71e-0b9a810d82e6,ATM Withdrawal,1619.62,347056.03,ATM Withdrawal - orchestrate sticky technologies,REF990640501,Online,,,True,Completed,ZAR,1.0
e667fd65-3cd9-447a-a33d-da4cc6576a5c,2024-05-31,2024-05-31,3cf01646-9180-4f8f-bf3c-dae3ee96c9af,a230f313-bffe-4fb1-884a-180392f85ad8,Interest,4506.36,-16697.61,Interest - leverage wireless partnerships,REF533539378,Online,,,False,Completed,ZAR,1.0
c2ff051b-94c4-4f22-9026-52bb4654841a,2022-09-09,2022-09-09,586fb80b-c9a6-4c7a-9cb3-93a45cef0412,29de0f00-71e0-4673-9a83-7340a28f9433,Fee,232.9,-39199.39,Fee - synergize plug-and-play web services,REF642761876,API,,,True,Completed,ZAR,1.0
1edd9793-50b3-4a4c-a947-396fac408e4a,2019-10-02,2019-10-04,a3fe99e2-4829-44c9-833d-139ea89b8c15,81d5c97c-f0ed-4d5e-b2dd-bb46d98a0f9f,EFT,324475.7,577495.12,EFT - seize plug-and-play bandwidth,REF716306580,ATM,,,False,Completed,ZAR,1.0
8c2383d7-7045-436c-a7e1-af0de94a097e,2023-09-10,2023-09-11,e592416c-5d08-4f6a-9df1-428896bafe47,e8cd891b-d14c-4b29-993a-3fe065cc8842,EFT,193634.24,337612.06,EFT - transform strategic ROI,REF951148382,Online,,,False,Completed,ZAR,1.0
06b9f103-0a9f-4003-8a96-dfac99b55016,2020-11-14,2020-11-14,db617c72-425e-437c-a34a-66b127cb489e,aa0cf632-0446-46d5-9ce0-006948caa2ce,Interest,2521.49,-297813.41,Interest - redefine impactful e-commerce,REF271400567,Mobile,,,False,Completed,ZAR,1.0
e9b051fa-72ee-4748-9cc9-5863d8745f65,2015-07-12,2015-07-13,e3d96443-c719-4a01-9d3f-aa8b4640df6c,106cb973-661a-496e-a060-9e09a57efbb5,ATM Withdrawal,1561.76,-128952.88,ATM Withdrawal - strategize open-source partnerships,REF880515991,Mobile,,,True,Completed,ZAR,1.0
ffc75c80-bdf6-41b5-8e96-779978806136,2019-02-22,2019-02-22,106632ba-a015-467a-abf6-07cc736faf5e,639ca5b5-8ec9-4282-83ae-1b8ccff312f7,ATM Withdrawal,2623.64,9423.27,ATM Withdrawal - facilitate holistic e-tailers,REF684435895,ATM,,,True,Completed,ZAR,1.0
88c0691b-fff0-4d5e-a086-ae639779ac9e,2019-03-26,2019-03-27,88fcd419-afb8-498a-8393-2030dc1539b7,96a0dd93-d9ee-4528-9173-61228081da8c,ATM Withdrawal,2081.56,-8173.71,ATM Withdrawal - embrace efficient bandwidth,REF124950975,ATM,,,True,Pending,USD,18.5072
ba1586d0-8ba6-4e35-979c-368fe00f61e6,2022-08-07,2022-08-08,0711439d-637c-496f-8e8a-a791ef4686fc,356fae70-133b-4719-9a47-5675f16f7ab2,EFT,211173.76,-208816.69,EFT - incubate B2C info-mediaries,REF740790633,Branch,,,True,Completed,ZAR,1.0
ad2a2f1f-e3a0-4958-8dc5-775e0d6e52ce,2016-02-18,2016-02-20,c69ea691-8454-4fff-a519-5f3221bb6779,d29864d0-31fd-4f9f-883a-7f503b38f90f,RTGS,714114.08,-728890.24,RTGS - whiteboard killer vortals,REF756213401,Online,,,True,Completed,ZAR,1.0
2445b80d-4a11-450f-adda-a0bc5ee15c88,2021-10-12,2021-10-13,2ab576fa-5208-4ec2-862b-d9e038de7042,bf42d39f-94ef-4cfd-92e5-ae91fb8ea8b6,Internal Transfer,61003.44,160906.92,Internal Transfer - expedite enterprise markets,REF109006636,Mobile,,,False,Completed,ZAR,1.0
aac6af05-fdc1-4afa-8142-9341cb59c41e,2015-06-19,2015-06-21,27cfc6d5-d78a-4986-bad5-ac542fe39b0b,c046d20f-f8d8-4553-bbfd-4056d99a8e05,Interest,1085.5,380508.08,Interest - generate user-centric info-mediaries,REF166881577,Online,,,False,Completed,ZAR,1.0
f78471b1-740e-4387-84d7-4fa8251849bc,2017-12-18,2017-12-20,aaf1a4bc-9695-46b1-9820-63a2c49cfbff,832d42ba-e77f-42ef-abf1-389ea7cf4842,ATM Withdrawal,1687.28,182760.24,ATM Withdrawal - streamline killer web-readiness,REF878334556,Mobile,,,True,Completed,ZAR,1.0
fbaea0b6-678c-42a9-ba9f-9098ef43b4a2,2024-07-14,2024-07-15,a9b886d8-bca1-4828-98e9-fdaa43e9ae9a,58b6ea81-b316-4f19-a7eb-6ad8b9be5b12,EFT,2242.07,12904434.86,EFT - empower dot-com functionalities,REF878922249,Branch,,,True,Completed,ZAR,1.0
7a618621-7242-4c50-8724-c40fae10251b,2020-12-13,2020-12-14,261e07bd-9c64-4f41-8d75-1e52efd4857c,831e25ee-c1ad-42db-9095-edb225bf8f2e,ATM Withdrawal,923.74,134321.54,ATM Withdrawal - evolve B2B partnerships,REF691610670,ATM,,,True,Completed,ZAR,1.0
b17a5650-c971-4bc3-a023-cc9c23db17b2,2024-03-12,2024-03-13,362c127a-213a-473b-bf24-f0c58d9aa714,9ec1fa1b-150e-4929-9302-27b04c992487,Cash Deposit,28761.05,36407.52,Cash Deposit - strategize strategic content,REF673361139,ATM,,,False,Completed,ZAR,1.0
61c8c5e1-e241-44ab-9abf-8d528a753d91,2023-12-05,2023-12-06,4330ca02-a9ae-413b-8eda-16e1316baf0e,17c491c0-b59f-4e9f-8213-df727ebad8dc,EFT,123379.48,237466.02,EFT - cultivate next-generation deliverables,REF678946712,Mobile,,,False,Completed,ZAR,1.0
794088ea-5c05-4b90-a010-f6d71779f15f,2022-10-05,2022-10-06,856c1dc5-a037-485d-88c6-a65ea96f1acb,927f9c91-979b-412b-838d-69e9b4cacaa7,Online Purchase,7574.08,47440.95,Gym Company,REF515419694,USSD,Gym Company,5812,True,Completed,ZAR,1.0
ce4fb0f5-8c60-4cb3-9ef5-c095ee0484b0,2016-02-14,2016-02-14,11de4af9-0521-4329-b199-929ba7e59411,7b0bdc0b-7461-4af0-9d90-cccfe247c659,POS,346.4,17057.83,Spar,REF641546265,Online,Spar,4814,True,Completed,ZAR,1.0
ea98844d-c695-4759-88cb-9e615960ea1a,2019-09-26,2019-09-28,37ee2fc0-92b0-48d6-bc94-afa2c3d86d65,8f16d71b-084e-4609-9ded-09077e4d8d48,Debit Order,6908.66,-44949.77,Debit Order - repurpose back-end ROI,REF553653231,Branch,,,True,Completed,ZAR,1.0
50a224dc-30d2-4c4a-8399-99cbc721ebf6,2019-08-27,2019-08-28,049de5a5-8a79-4b90-819f-8cc1e0ccb60d,9a189484-cd9f-435c-b424-c12d0a715eb2,Interest,3738.72,17104.96,Interest - evolve cutting-edge supply-chains,REF160250314,Online,,,False,Completed,ZAR,1.0
016904ab-0612-4478-b4e3-908d9da5b75e,2022-03-06,2022-03-08,6b40f092-7836-4234-a12d-55160bb156d5,a6f2e94d-f410-4243-a848-ecf52b593958,Debit Order,3269.75,3290.74,Debit Order - leverage 24/365 convergence,REF720581277,API,,,True,Completed,ZAR,1.0
0795e182-9774-48f7-855d-93812d2c6f65,2022-09-01,2022-09-02,62243ddd-fb1b-40d3-80a3-583ad78aa5a1,7b0bdc0b-7461-4af0-9d90-cccfe247c659,POS,2408.85,427156.93,KFC SA,REF126088234,Mobile,KFC SA,4814,True,Completed,ZAR,1.0
22744430-d708-41aa-96ef-afbc11cf4a02,2023-02-16,2023-02-18,106632ba-a015-467a-abf6-07cc736faf5e,639ca5b5-8ec9-4282-83ae-1b8ccff312f7,Online Purchase,10647.53,-1224.26,Woolworths,REF854527196,Branch,Woolworths,5661,True,Completed,ZAR,1.0
8806f4a8-535c-42b1-ad1a-1377a16fa446,2022-03-16,2022-03-17,01ff2947-c51c-477e-b7d9-34a1bc696167,a5b3d0e7-1c37-41b2-8e9b-c9b78f83cb2d,EFT,105863.08,-103819.06,EFT - syndicate collaborative users,REF358998022,Online,,,True,Completed,USD,18.9121
35b101c8-d8d7-4a9e-81ab-b729ec5f8500,2016-06-03,2016-06-04,c3e16437-5bc5-4dc4-bf4b-9d91bd440819,90ea58ca-5711-40f3-b12a-02f066ca42eb,ATM Withdrawal,1428.68,9613.27,ATM Withdrawal - scale user-centric convergence,REF889149586,Branch,,,True,Completed,ZAR,1.0
da44e71e-899e-45ac-8984-25bae31cb899,2020-07-26,2020-07-26,dc8280e0-35f4-4801-bf21-197ffe049ed7,124ec93d-f7de-4fe4-9ff8-56fcac806005,RTGS,4390437.89,-4360751.2,RTGS - transition value-added schemas,REF408519434,ATM,,,True,Completed,ZAR,1.0
89105088-bac8-4771-9ab2-703abad6b16e,2023-10-27,2023-10-28,84b898e3-0099-4c8b-b850-3b9d7335336f,c78a0d18-6aa0-49e8-8fae-3d1bafc78948,RTGS,4965122.08,5145896.7,RTGS - optimize B2B vortals,REF783548003,Branch,,,False,Completed,EUR,20.2165
87c34051-871d-4733-92a3-b9f7fe76accb,2022-01-31,2022-02-02,b482aedd-dbb3-47d4-8064-15266bc78f10,5701b798-9883-49d5-9c4b-4a596582d4b3,Salary Credit,15087.01,28019.09,Salary Credit - implement B2C bandwidth,REF572026437,Branch,,,False,Completed,ZAR,1.0
e8fc95f3-8c55-45f4-a827-777dfb4d0140,2024-03-06,2024-03-06,3c8fb798-c3b6-409f-9971-2b15000eae45,96a0dd93-d9ee-4528-9173-61228081da8c,RTGS,1041418.24,999107.73,RTGS - synthesize turn-key initiatives,REF228249598,Mobile,,,False,Completed,ZAR,1.0
858b7585-7c67-4fc2-9a39-7cde9df1c51d,2022-07-01,2022-07-02,0a49372a-29d5-4ed0-9f91-51a7e9d28aaa,832d42ba-e77f-42ef-abf1-389ea7cf4842,Interest,4203.82,31801.49,Interest - morph clicks-and-mortar systems,REF516287059,Mobile,,,False,Completed,ZAR,1.0
7ffc983e-b13d-473f-b901-d23c93bb970c,2021-08-30,2021-09-01,3334a619-e719-4cbe-8bf4-c8c04a7fb1bf,9730d667-2481-4b8e-9e5f-b736067f3107,EFT,491093.35,639242.44,EFT - whiteboard customized functionalities,REF395862314,API,,,False,Completed,ZAR,1.0
92695931-e438-43c2-aad3-29e73200f7a1,2017-10-29,2017-10-29,e9448f20-360a-446d-9bc1-84cbf59dab2f,f4be94ff-f06b-46a4-8cba-1a36fadcbac4,Online Purchase,19311.28,53169.53,Zara SA,REF219412121,Online,Zara SA,5661,True,Completed,ZAR,1.0
c49ed48f-f6f2-4bc3-8129-f5aed234bbdb,2021-02-08,2021-02-08,53e99d47-7fff-49fd-b03c-33b8a0720d63,816dc65f-d7ce-4214-a3f0-1291f7e1b5bc,Cash Deposit,24939.67,36625.68,Cash Deposit - integrate killer solutions,REF582736088,Mobile,,,False,Failed,ZAR,1.0
e6108901-c188-489f-ae8d-e8295c7e2652,2024-01-20,2024-01-20,2ac87343-21db-4396-88ae-c8b726abc0c1,29b3d1af-ac90-48cb-a851-6e0f45b13ed7,Debit Order,2337.71,30553.39,Debit Order - scale frictionless metrics,REF477803508,Mobile,,,True,Completed,ZAR,1.0
dc6ce93e-cce6-45a5-8c2b-b06b689765cb,2021-11-30,2021-12-01,9acc82b7-4871-43d0-8b57-55fbe0e43b91,e6e7d099-6377-4f56-9c78-3074a614ae39,Debit Order,6527.87,856308.94,Debit Order - architect cross-media e-tailers,REF538626152,Online,,,True,Completed,ZAR,1.0
a0e1fb34-b11c-4f66-bcdc-cffec1324567,2015-05-12,2015-05-14,7faf07d7-47e1-4410-b6a9-5a6c4ec4caa4,ba099f63-97fe-4ebb-a93d-48ccaac8e11d,Salary Credit,39298.43,1212179.75,Salary Credit - innovate value-added relationships,REF115068922,Mobile,,,False,Completed,EUR,19.7723
05527a8e-a977-403f-a7e7-6b56523f4fb0,2018-01-28,2018-01-30,81bd6e9e-0c70-4386-9ee4-8c004f503e53,7349cfc0-6156-437d-9508-0db5fe365a3e,RTGS,4611858.4,4964043.3,RTGS - utilize seamless content,REF530542078,Online,,,False,Completed,ZAR,1.0
f00f29ee-4fd5-4973-a311-69b78bd7031e,2015-02-25,2015-02-25,76c1d06b-0cdc-4ca7-a4e5-59ea44bd641d,bc80fda9-a265-4cc7-a7a8-0b409e702e86,POS,1302.68,7075.07,Total SA,REF582132392,Mobile,Total SA,4111,True,Completed,ZAR,1.0
39561144-c9bb-4509-8fdc-6aca1f415bd4,2019-05-01,2019-05-01,2ba3c951-ca38-4ffe-9e5b-e1d09cebd520,1f93b432-d6da-4e9f-bad2-c685be275cfa,Cheque,59213.35,212445.13,Cheque - scale rich experiences,REF759770439,Online,,,True,Completed,USD,17.7337
4cae187c-2bb2-4cd7-98d6-bf8f15affeb7,2020-09-24,2020-09-26,d8c4505e-61b3-4a9e-b9f2-97284e9c9748,00a189c0-4f82-4e48-80fd-1cbd70ae9eee,Debit Order,7009.92,407.62,Debit Order - deploy transparent convergence,REF439958951,Branch,,,True,Completed,ZAR,1.0
5827afc5-dfbe-4739-a7df-7e34521d5932,2018-11-05,2018-11-07,872e3cc2-0ab9-4eb4-9173-8462f88e0f69,010cbbdf-ca53-421b-91d3-b182b9531708,POS,4220.37,40635.59,Mr Price,REF468940788,USSD,Mr Price,5945,True,Completed,ZAR,1.0
099b3503-51a0-4fad-a1be-951cd5ef5b8a,2018-05-16,2018-05-16,8eed93c8-022a-418a-b8eb-a7f6618362dd,d4dbe0ab-3cb7-4948-9463-d5e7e5690023,Salary Credit,55807.18,58924.4,Salary Credit - e-enable cutting-edge deliverables,REF382460419,Branch,,,False,Completed,ZAR,1.0
9e2f4c88-6daa-4b74-82e1-88286e1f6f74,2023-11-03,2023-11-04,f65943b2-2e4b-48a0-8a41-2e227b566f3b,de2e10df-2de0-42e9-9e87-9ee6b625bb39,Debit Order,3407.59,5995.94,Debit Order - embrace virtual bandwidth,REF531537475,Mobile,,,True,Failed,ZAR,1.0
9a0f2357-7950-4090-b02e-e362c625210e,2021-06-03,2021-06-05,360899bc-1832-4b0e-92de-6c28b95b78aa,d289ca96-2681-47e6-97d3-3e049227ddd7,EFT,227235.86,-220616.91,EFT - disintermediate virtual schemas,REF158875544,Mobile,,,True,Completed,ZAR,1.0
17357183-b55b-42cb-b4af-6b13d81035a6,2016-10-25,2016-10-25,3e1f00b0-580e-4765-9b00-8aa4a93425e3,3e12b679-d262-4e5f-abb3-e50d983421e2,Debit Order,9940.36,-33757.51,Debit Order - incubate user-centric architectures,REF871608942,Online,,,True,Completed,ZAR,1.0
bf459a2f-ac34-4389-9bf4-ba4eb03a9df6,2015-06-28,2015-06-29,3ed826fe-34cd-4158-a229-23151af6442b,7b6b59d2-c460-4e97-b24f-535647c53c9c,EFT,210040.76,-52253.59,EFT - iterate user-centric functionalities,REF815334552,API,,,True,Completed,ZAR,1.0
915b1474-7a3b-4b8c-9869-49aee53463d0,2018-07-11,2018-07-12,939ac78a-a23c-4d30-8083-fc36f4c741d1,2949a668-9ea3-4b41-9f9a-136b86be274f,Salary Credit,9689.91,27246.99,Salary Credit - scale mission-critical infrastructures,REF211898365,ATM,,,False,Completed,ZAR,1.0
01e104b3-f918-40e4-9705-014d4023703a,2016-11-01,2016-11-02,aac5f32c-1732-4eeb-b771-b11f29217999,92c7a67a-0282-45bd-b9e5-b0c203b7dba1,Debit Order,2353.88,-51756.12,Debit Order - evolve vertical e-business,REF870162477,ATM,,,True,Completed,ZAR,1.0
f9301a3e-6790-4d4a-ab6c-015eec152c2e,2019-07-26,2019-07-28,d2e5e758-c7b6-47a8-8e69-495162641831,a19093bd-f153-4dbc-bcd8-fb5ad1a36321,EFT,462081.6,331734.92,EFT - transform rich e-business,REF677186283,ATM,,,False,Completed,ZAR,1.0
5d92e9ee-40c5-41da-bf31-37c3bfaeedd1,2021-11-28,2021-11-28,26e4bb6a-a73e-4882-a306-e04b0ccecc60,8acfa629-f833-45b6-9bd2-7eaf52e81aff,RTGS,2651790.94,-2636614.17,RTGS - whiteboard visionary mindshare,REF962735238,Online,,,True,Completed,ZAR,1.0
aec17159-2b16-4585-a6a5-ef9d29fc8d92,2023-06-02,2023-06-04,dda83521-2d0f-49af-b32e-7abe22520a30,f1584ac8-e703-493b-b684-5079521cb443,EFT,101484.19,-71956.03,EFT - repurpose distributed e-markets,REF663432189,Mobile,,,True,Completed,ZAR,1.0
c2c767b1-380e-464e-bd72-27b14d20519c,2016-09-27,2016-09-28,16cf34b5-a584-4348-96d9-7eecba2714ae,30c2e83a-3ad0-4c9e-8a9d-2ec15dd897f2,Online Purchase,7836.03,-6538.59,Tiger Brands,REF371532522,Online,Tiger Brands,4816,True,Completed,ZAR,1.0
71746d11-9c03-418a-8be5-e322a0d42347,2020-08-14,2020-08-16,0ca1c635-2021-42af-9a17-b60d1e548fee,2b230825-6b17-4ffe-9620-5f77ec1c9594,POS,2144.87,640.36,MTN,REF704512878,Branch,MTN,5812,True,Completed,ZAR,1.0
8c02c22c-7492-42d0-a32a-66987acc8cb0,2019-10-31,2019-10-31,d5e9ca09-e623-4748-9b0e-b04221536573,9b877f7b-3c24-4b91-9233-e2e766e5468d,ATM Withdrawal,1354.38,31060.88,ATM Withdrawal - enhance ubiquitous schemas,REF164849248,Online,,,True,Completed,ZAR,1.0
eb32b2b8-1c20-4f2e-84d2-1eafecbed925,2019-07-03,2019-07-04,46ec0573-5e2d-4d26-a5a8-1b9e7c6f7f46,4da51901-aadc-43ae-bfc1-0006c9ee2b58,ATM Withdrawal,834.64,19249.92,ATM Withdrawal - embrace 24/365 info-mediaries,REF633904819,Online,,,True,Completed,ZAR,1.0
4788bb32-8e85-4cbd-b859-281787bbe280,2021-03-21,2021-03-21,612d77d5-5d93-45f8-8f05-8e2e286e2477,d7867a56-0757-4fd2-a165-ce93bae23f55,Debit Order,2759.98,-680.6,Debit Order - seize plug-and-play e-markets,REF700823325,Mobile,,,True,Completed,ZAR,1.0
ae67e11e-82d2-47f6-bf7a-7925888f897a,2017-04-02,2017-04-03,60c3e059-cf98-494a-9166-875b8ad8ccfb,80078d77-7e19-49eb-a92c-2b332a8dd506,Online Purchase,18282.62,-16485.72,Tiger Brands,REF185042653,ATM,Tiger Brands,4816,True,Completed,ZAR,1.0
7a96be22-f06c-4cda-af27-59630dae556f,2024-05-02,2024-05-04,261e07bd-9c64-4f41-8d75-1e52efd4857c,831e25ee-c1ad-42db-9095-edb225bf8f2e,POS,3544.87,130776.67,Foschini,REF256399654,Online,Foschini,7011,True,Completed,ZAR,1.0
dc1218b9-2618-4226-a452-44e88db75017,2022-01-11,2022-01-12,565958dc-8f13-437c-a130-b874a0b9f288,85ad99d1-6a69-48ec-9dab-cef2a6e2dc73,Online Purchase,9646.75,313632.19,Woolworths,REF528196110,Online,Woolworths,4814,True,Completed,ZAR,1.0
3084902d-2753-4a0a-9c45-ae8c0199600d,2023-03-09,2023-03-09,8032a742-b9f8-4073-9011-7c931eb769cb,c76a3d3f-ac7d-41bd-a286-6a944270b471,Debit Order,411.4,3327.13,Debit Order - implement out-of-the-box e-services,REF259607389,ATM,,,True,Completed,ZAR,1.0
5e419470-45f4-4d34-97b2-343526f20d16,2019-08-17,2019-08-18,dcc56ad0-6963-4213-8f89-b15d26a2323a,d02aaa23-8d0f-485d-be99-dd27de191080,Cash Deposit,41131.75,41559.89,Cash Deposit - empower back-end content,REF519146987,ATM,,,False,Pending,ZAR,1.0
