ticker,price_date,close_price_cents
NPN,2026-07-10,3698.85
NPN,2026-07-13,3697.63
NPN,2026-07-14,3702.51
NPN,2026-07-15,3748.93
NPN,2026-07-16,3736.83
NPN,2026-07-17,3812.17
NPN,2026-07-20,3882.29
NPN,2026-07-21,3860.63
NPN,2026-07-22,3796.09
NPN,2026-07-23,3730.58
NPN,2026-07-24,3869.79
NPN,2026-07-27,3813.36
NPN,2026-07-28,3964.99
NPN,2026-07-29,3937.83
NPN,2026-07-30,3807.6
NPN,2026-07-31,3933.75
PRX,2025-11-14,1157.05
PRX,2025-11-17,1152.95
PRX,2025-11-18,1168.03
PRX,2025-11-19,1216.22
PRX,2025-11-20,1197.82
PRX,2025-11-21,1202.9
PRX,2025-11-24,1187.04
PRX,2025-11-25,1203.06
PRX,2025-11-26,1227.82
PRX,2025-11-27,1264.14
PRX,2025-11-28,1312.63
PRX,2025-12-01,1283.48
PRX,2025-12-02,1318.01
PRX,2025-12-03,1326.7
PRX,2025-12-04,1334.36
PRX,2025-12-05,1322.92
PRX,2025-12-08,1305.04
PRX,2025-12-09,1319.64
PRX,2025-12-10,1277.75
PRX,2025-12-11,1262.03
PRX,2025-12-12,1217.7
PRX,2025-12-15,1230.68
PRX,2025-12-16,1256.11
PRX,2025-12-17,1280.35
PRX,2025-12-18,1276.27
PRX,2025-12-19,1335.12
PRX,2025-12-22,1363.67
PRX,2025-12-23,1354.87
PRX,2025-12-24,1376.27
PRX,2025-12-25,1413.0
PRX,2025-12-26,1420.42
PRX,2025-12-29,1465.9
PRX,2025-12-30,1463.94
PRX,2025-12-31,1470.88
PRX,2026-01-01,1460.59
PRX,2026-01-02,1460.8
PRX,2026-01-05,1474.48
PRX,2026-01-06,1463.39
PRX,2026-01-07,1454.46
PRX,2026-01-08,1437.25
PRX,2026-01-09,1444.71
PRX,2026-01-12,1437.09
PRX,2026-01-13,1422.24
PRX,2026-01-14,1388.9
PRX,2026-01-15,1401.34
PRX,2026-01-16,1373.02
PRX,2026-01-19,1426.97
PRX,2026-01-20,1438.45
PRX,2026-01-21,1392.27
PRX,2026-01-22,1388.62
PRX,2026-01-23,1402.6
PRX,2026-01-26,1454.59
PRX,2026-01-27,1485.55
PRX,2026-01-28,1432.94
PRX,2026-01-29,1417.86
PRX,2026-01-30,1419.24
PRX,2026-02-02,1353.76
PRX,2026-02-03,1341.43
PRX,2026-02-04,1298.89
PRX,2026-02-05,1337.11
PRX,2026-02-06,1341.94
PRX,2026-02-09,1354.33
PRX,2026-02-10,1342.37
PRX,2026-02-11,1359.29
PRX,2026-02-12,1364.22
PRX,2026-02-13,1403.77
PRX,2026-02-16,1407.14
PRX,2026-02-17,1399.98
PRX,2026-02-18,1434.68
PRX,2026-02-19,1463.45
PRX,2026-02-20,1482.14
PRX,2026-02-23,1524.98
PRX,2026-02-24,1516.15
PRX,2026-02-25,1451.17
PRX,2026-02-26,1419.75
PRX,2026-02-27,1419.52
PRX,2026-03-02,1360.98
PRX,2026-03-03,1317.22
PRX,2026-03-04,1331.27
PRX,2026-03-05,1325.12
PRX,2026-03-06,1349.55
PRX,2026-03-09,1381.09
PRX,2026-03-10,1373.22
PRX,2026-03-11,1361.37
PRX,2026-03-12,1292.1
PRX,2026-03-13,1302.8
PRX,2026-03-16,1330.89
PRX,2026-03-17,1336.81
PRX,2026-03-18,1334.39
PRX,2026-03-19,1307.42
PRX,2026-03-20,1302.43
PRX,2026-03-23,1283.03
PRX,2026-03-24,1267.01
PRX,2026-03-25,1223.52
PRX,2026-03-26,1212.35
PRX,2026-03-27,1193.13
PRX,2026-03-30,1185.62
PRX,2026-03-31,1217.95
PRX,2026-04-01,1209.15
PRX,2026-04-02,1225.62
PRX,2026-04-03,1177.05
PRX,2026-04-06,1209.35
PRX,2026-04-07,1186.02
PRX,2026-04-08,1199.19
PRX,2026-04-09,1241.69
PRX,2026-04-10,1252.53
PRX,2026-04-13,1261.5
PRX,2026-04-14,1261.6
PRX,2026-04-15,1252.41
PRX,2026-04-16,1250.83
PRX,2026-04-17,1250.15
PRX,2026-04-20,1306.43
PRX,2026-04-21,1330.36
PRX,2026-04-22,1310.21
PRX,2026-04-23,1297.83
PRX,2026-04-24,1329.42
PRX,2026-04-27,1376.47
PRX,2026-04-28,1361.25
PRX,2026-04-29,1309.61
PRX,2026-04-30,1298.64
PRX,2026-05-01,1274.31
PRX,2026-05-04,1254.92
PRX,2026-05-05,1241.69
PRX,2026-05-06,1328.2
PRX,2026-05-07,1327.11
PRX,2026-05-08,1300.2
PRX,2026-05-11,1277.03
PRX,2026-05-12,1266.54
PRX,2026-05-13,1278.94
PRX,2026-05-14,1268.23
PRX,2026-05-15,1265.4
PRX,2026-05-18,1275.84
PRX,2026-05-19,1235.79
PRX,2026-05-20,1232.85
PRX,2026-05-21,1238.56
PRX,2026-05-22,1262.23
PRX,2026-05-25,1261.99
PRX,2026-05-26,1307.49
PRX,2026-05-27,1278.04
PRX,2026-05-28,1337.35
PRX,2026-05-29,1307.92
PRX,2026-06-01,1284.81
PRX,2026-06-02,1292.4
PRX,2026-06-03,1326.24
PRX,2026-06-04,1313.51
PRX,2026-06-05,1367.68
PRX,2026-06-08,1378.37
PRX,2026-06-09,1354.52
PRX,2026-06-10,1368.63
PRX,2026-06-11,1394.26
PRX,2026-06-12,1399.84
PRX,2026-06-15,1411.59
PRX,2026-06-16,1439.4
PRX,2026-06-17,1435.85
PRX,2026-06-18,1484.01
PRX,2026-06-19,1472.76
PRX,2026-06-22,1434.75
PRX,2026-06-23,1377.69
PRX,2026-06-24,1400.31
PRX,2026-06-25,1396.75
PRX,2026-06-26,1383.0
PRX,2026-06-29,1380.27
PRX,2026-06-30,1400.32
PRX,2026-07-01,1396.06
PRX,2026-07-02,1394.93
PRX,2026-07-03,1413.4
PRX,2026-07-06,1387.33
PRX,2026-07-07,1443.84
PRX,2026-07-08,1434.85
PRX,2026-07-09,1419.7
PRX,2026-07-10,1448.47
PRX,2026-07-13,1418.36
PRX,2026-07-14,1439.37
PRX,2026-07-15,1426.09
PRX,2026-07-16,1421.96
PRX,2026-07-17,1447.95
PRX,2026-07-20,1433.82
PRX,2026-07-21,1408.09
PRX,2026-07-22,1370.19
PRX,2026-07-23,1360.14
PRX,2026-07-24,1399.22
PRX,2026-07-27,1435.28
PRX,2026-07-28,1451.22
PRX,2026-07-29,1446.81
PRX,2026-07-30,1459.66
PRX,2026-07-31,1506.39
BHG,2025-11-14,5003.75
BHG,2025-11-17,4985.39
BHG,2025-11-18,5000.78
BHG,2025-11-19,4952.81
BHG,2025-11-20,4888.49
BHG,2025-11-21,5082.46
BHG,2025-11-24,4838.91
BHG,2025-11-25,4903.41
BHG,2025-11-26,4826.15
BHG,2025-11-27,4849.57
BHG,2025-11-28,4944.24
BHG,2025-12-01,4903.66
BHG,2025-12-02,4963.79
BHG,2025-12-03,5046.6
BHG,2025-12-04,5057.7
BHG,2025-12-05,5073.7
BHG,2025-12-08,5036.89
BHG,2025-12-09,5060.25
BHG,2025-12-10,4986.68
BHG,2025-12-11,5048.43
BHG,2025-12-12,5105.79
BHG,2025-12-15,5212.32
BHG,2025-12-16,5200.27
BHG,2025-12-17,5279.54
BHG,2025-12-18,5373.48
BHG,2025-12-19,5348.85
BHG,2025-12-22,5334.85
BHG,2025-12-23,5194.27
BHG,2025-12-24,5254.33
BHG,2025-12-25,5282.01
BHG,2025-12-26,5326.4
BHG,2025-12-29,5506.14
BHG,2025-12-30,5526.38
BHG,2025-12-31,5433.62
BHG,2026-01-01,5461.14
BHG,2026-01-02,5627.92
BHG,2026-01-05,5686.74
BHG,2026-01-06,5686.86
BHG,2026-01-07,5788.87
BHG,2026-01-08,5847.5
BHG,2026-01-09,5950.65
BHG,2026-01-12,5942.0
BHG,2026-01-13,5904.02
BHG,2026-01-14,5840.27
BHG,2026-01-15,6008.92
BHG,2026-01-16,5887.5
BHG,2026-01-19,5964.28
BHG,2026-01-20,5894.68
BHG,2026-01-21,5855.92
BHG,2026-01-22,5733.46
BHG,2026-01-23,5588.96
BHG,2026-01-26,5519.65
BHG,2026-01-27,5493.12
BHG,2026-01-28,5402.18
BHG,2026-01-29,5475.92
BHG,2026-01-30,5637.99
BHG,2026-02-02,5427.07
BHG,2026-02-03,5501.15
BHG,2026-02-04,5604.58
BHG,2026-02-05,5665.7
BHG,2026-02-06,5731.09
BHG,2026-02-09,5761.62
BHG,2026-02-10,5908.98
BHG,2026-02-11,5888.66
BHG,2026-02-12,5851.04
BHG,2026-02-13,6017.11
BHG,2026-02-16,6049.63
BHG,2026-02-17,6070.73
BHG,2026-02-18,6150.37
BHG,2026-02-19,6122.86
BHG,2026-02-20,6216.67
BHG,2026-02-23,6163.79
BHG,2026-02-24,6072.36
BHG,2026-02-25,6163.56
BHG,2026-02-26,6184.08
BHG,2026-02-27,6140.81
BHG,2026-03-02,6180.52
BHG,2026-03-03,6150.95
BHG,2026-03-04,6181.16
BHG,2026-03-05,6164.41
BHG,2026-03-06,6261.38
BHG,2026-03-09,5998.82
BHG,2026-03-10,6175.95
BHG,2026-03-11,6020.83
BHG,2026-03-12,5875.51
BHG,2026-03-13,5762.52
BHG,2026-03-16,5742.41
BHG,2026-03-17,5671.23
BHG,2026-03-18,5743.76
BHG,2026-03-19,5768.22
BHG,2026-03-20,5803.11
BHG,2026-03-23,5784.34
BHG,2026-03-24,5775.08
BHG,2026-03-25,5660.32
BHG,2026-03-26,5710.15
BHG,2026-03-27,5623.74
BHG,2026-03-30,5494.84
BHG,2026-03-31,5516.2
BHG,2026-04-01,5573.48
BHG,2026-04-02,5586.43
BHG,2026-04-03,5566.94
BHG,2026-04-06,5518.89
BHG,2026-04-07,5335.76
BHG,2026-04-08,5478.81
BHG,2026-04-09,5440.84
BHG,2026-04-10,5360.85
BHG,2026-04-13,5456.41
BHG,2026-04-14,5526.19
BHG,2026-04-15,5562.86
BHG,2026-04-16,5470.52
BHG,2026-04-17,5418.64
BHG,2026-04-20,5625.65
BHG,2026-04-21,5611.86
BHG,2026-04-22,5571.77
BHG,2026-04-23,5591.65
BHG,2026-04-24,5647.45
BHG,2026-04-27,5696.24
BHG,2026-04-28,5617.16
BHG,2026-04-29,5526.79
BHG,2026-04-30,5561.75
BHG,2026-05-01,5643.97
BHG,2026-05-04,5781.73
BHG,2026-05-05,5689.44
BHG,2026-05-06,5564.89
BHG,2026-05-07,5646.45
BHG,2026-05-08,5527.64
BHG,2026-05-11,5587.06
BHG,2026-05-12,5646.08
BHG,2026-05-13,5629.93
BHG,2026-05-14,5695.63
BHG,2026-05-15,5583.97
BHG,2026-05-18,5525.59
BHG,2026-05-19,5451.44
BHG,2026-05-20,5526.86
BHG,2026-05-21,5370.83
BHG,2026-05-22,5409.39
BHG,2026-05-25,5382.24
BHG,2026-05-26,5350.43
BHG,2026-05-27,5311.68
BHG,2026-05-28,5405.3
BHG,2026-05-29,5366.25
BHG,2026-06-01,5267.57
BHG,2026-06-02,5188.35
BHG,2026-06-03,5358.01
BHG,2026-06-04,5379.5
BHG,2026-06-05,5302.99
BHG,2026-06-08,5323.22
BHG,2026-06-09,5384.72
BHG,2026-06-10,5371.22
BHG,2026-06-11,5291.07
BHG,2026-06-12,5299.09
BHG,2026-06-15,5326.78
BHG,2026-06-16,5400.54
BHG,2026-06-17,5315.85
BHG,2026-06-18,5300.32
BHG,2026-06-19,5290.22
BHG,2026-06-22,5160.76
BHG,2026-06-23,5059.43
BHG,2026-06-24,5007.1
BHG,2026-06-25,4873.97
BHG,2026-06-26,4870.8
BHG,2026-06-29,4915.18
BHG,2026-06-30,4943.04
BHG,2026-07-01,4789.83
BHG,2026-07-02,4640.89
BHG,2026-07-03,4726.5
BHG,2026-07-06,4709.52
BHG,2026-07-07,4906.99
BHG,2026-07-08,5065.27
BHG,2026-07-09,5046.18
BHG,2026-07-10,4897.52
BHG,2026-07-13,4755.2
BHG,2026-07-14,5005.56
BHG,2026-07-15,5155.06
BHG,2026-07-16,5116.52
BHG,2026-07-17,5136.82
BHG,2026-07-20,5060.16
BHG,2026-07-21,4961.18
BHG,2026-07-22,4850.85
BHG,2026-07-23,4911.15
BHG,2026-07-24,5017.08
BHG,2026-07-27,4909.95
BHG,2026-07-28,4957.85
BHG,2026-07-29,4868.9
BHG,2026-07-30,4867.2
BHG,2026-07-31,4885.43
AGL,2025-11-14,5700.05
AGL,2025-11-17,5708.57
AGL,2025-11-18,5794.22
AGL,2025-11-19,5834.02
AGL,2025-11-20,5924.59
AGL,2025-11-21,6092.36
AGL,2025-11-24,5955.38
AGL,2025-11-25,5885.22
AGL,2025-11-26,5913.6
AGL,2025-11-27,5897.67
AGL,2025-11-28,6018.19
AGL,2025-12-01,6218.71
AGL,2025-12-02,6293.46
AGL,2025-12-03,6267.05
AGL,2025-12-04,6330.5
AGL,2025-12-05,6437.72
AGL,2025-12-08,6174.17
AGL,2025-12-09,6114.59
AGL,2025-12-10,6075.24
AGL,2025-12-11,6085.35
AGL,2025-12-12,6160.47
AGL,2025-12-15,6304.58
AGL,2025-12-16,6515.16
AGL,2025-12-17,6408.82
AGL,2025-12-18,6622.69
AGL,2025-12-19,6638.98
AGL,2025-12-22,6455.48
AGL,2025-12-23,6519.08
AGL,2025-12-24,6458.91
AGL,2025-12-25,6417.44
AGL,2025-12-26,6446.22
AGL,2025-12-29,6559.41
AGL,2025-12-30,6665.61
AGL,2025-12-31,6629.4
AGL,2026-01-01,6655.88
AGL,2026-01-02,6531.65
AGL,2026-01-05,6554.85
AGL,2026-01-06,6581.69
AGL,2026-01-07,6756.06
AGL,2026-01-08,6871.8
AGL,2026-01-09,6884.36
AGL,2026-01-12,7110.51
AGL,2026-01-13,7033.48
AGL,2026-01-14,6928.41
AGL,2026-01-15,6969.33
AGL,2026-01-16,7147.42
AGL,2026-01-19,7422.06
AGL,2026-01-20,7400.9
AGL,2026-01-21,7276.15
AGL,2026-01-22,7192.91
AGL,2026-01-23,7228.87
AGL,2026-01-26,7356.59
AGL,2026-01-27,7479.44
AGL,2026-01-28,7084.51
AGL,2026-01-29,7157.97
AGL,2026-01-30,7236.66
AGL,2026-02-02,7155.04
AGL,2026-02-03,7263.33
AGL,2026-02-04,7262.16
AGL,2026-02-05,7329.59
AGL,2026-02-06,7446.6
AGL,2026-02-09,7307.5
AGL,2026-02-10,7423.47
AGL,2026-02-11,7410.81
AGL,2026-02-12,7361.13
AGL,2026-02-13,7308.65
AGL,2026-02-16,7448.12
AGL,2026-02-17,7692.32
AGL,2026-02-18,7447.81
AGL,2026-02-19,7675.5
AGL,2026-02-20,7666.78
AGL,2026-02-23,7899.64
AGL,2026-02-24,7972.58
AGL,2026-02-25,8075.45
AGL,2026-02-26,7948.83
AGL,2026-02-27,8324.46
AGL,2026-03-02,8316.03
AGL,2026-03-03,8460.32
AGL,2026-03-04,8425.12
AGL,2026-03-05,8391.37
AGL,2026-03-06,8346.77
AGL,2026-03-09,8635.18
AGL,2026-03-10,8471.64
AGL,2026-03-11,8432.8
AGL,2026-03-12,8599.85
AGL,2026-03-13,8402.96
AGL,2026-03-16,8564.59
AGL,2026-03-17,8679.0
AGL,2026-03-18,8844.69
AGL,2026-03-19,9079.11
AGL,2026-03-20,9421.0
AGL,2026-03-23,9409.8
AGL,2026-03-24,9401.98
AGL,2026-03-25,8969.02
AGL,2026-03-26,8912.12
AGL,2026-03-27,8846.89
AGL,2026-03-30,8468.46
AGL,2026-03-31,8499.83
AGL,2026-04-01,8744.59
AGL,2026-04-02,9005.79
AGL,2026-04-03,8873.73
AGL,2026-04-06,8532.84
AGL,2026-04-07,8520.78
AGL,2026-04-08,8591.34
AGL,2026-04-09,8750.44
AGL,2026-04-10,8870.4
AGL,2026-04-13,8958.53
AGL,2026-04-14,9011.1
AGL,2026-04-15,8990.29
AGL,2026-04-16,9146.82
AGL,2026-04-17,9112.84
AGL,2026-04-20,9505.91
AGL,2026-04-21,9894.04
AGL,2026-04-22,10056.13
AGL,2026-04-23,10254.43
AGL,2026-04-24,10264.88
AGL,2026-04-27,10261.69
AGL,2026-04-28,10374.1
AGL,2026-04-29,10454.36
AGL,2026-04-30,10527.68
AGL,2026-05-01,10851.07
AGL,2026-05-04,10661.5
AGL,2026-05-05,10578.08
AGL,2026-05-06,10672.87
AGL,2026-05-07,10754.38
AGL,2026-05-08,10962.73
AGL,2026-05-11,11025.86
AGL,2026-05-12,10682.57
AGL,2026-05-13,10968.23
AGL,2026-05-14,11235.19
AGL,2026-05-15,10942.12
AGL,2026-05-18,11117.45
AGL,2026-05-19,11146.25
AGL,2026-05-20,11084.64
AGL,2026-05-21,11119.14
AGL,2026-05-22,11321.04
AGL,2026-05-25,11364.25
AGL,2026-05-26,11160.34
AGL,2026-05-27,11112.58
AGL,2026-05-28,11287.03
AGL,2026-05-29,11420.36
AGL,2026-06-01,11338.06
AGL,2026-06-02,11555.39
AGL,2026-06-03,11592.4
AGL,2026-06-04,11678.95
AGL,2026-06-05,11919.46
AGL,2026-06-08,12305.73
AGL,2026-06-09,12303.56
AGL,2026-06-10,12316.15
AGL,2026-06-11,12282.98
AGL,2026-06-12,12438.1
AGL,2026-06-15,12501.75
AGL,2026-06-16,12325.47
AGL,2026-06-17,12348.1
AGL,2026-06-18,12781.67
AGL,2026-06-19,12932.28
AGL,2026-06-22,13175.23
AGL,2026-06-23,13036.81
AGL,2026-06-24,13316.77
AGL,2026-06-25,13661.89
AGL,2026-06-26,13926.33
AGL,2026-06-29,13922.62
AGL,2026-06-30,14208.08
AGL,2026-07-01,14296.61
AGL,2026-07-02,13976.13
AGL,2026-07-03,13494.92
AGL,2026-07-06,13139.99
AGL,2026-07-07,12792.41
AGL,2026-07-08,12819.8
AGL,2026-07-09,12521.98
AGL,2026-07-10,12953.17
AGL,2026-07-13,12883.98
AGL,2026-07-14,13310.28
AGL,2026-07-15,13322.22
AGL,2026-07-16,13483.04
AGL,2026-07-17,13990.12
AGL,2026-07-20,14163.91
AGL,2026-07-21,14304.39
AGL,2026-07-22,14302.21
AGL,2026-07-23,14643.02
AGL,2026-07-24,14828.03
AGL,2026-07-27,14466.61
AGL,2026-07-28,14276.81
AGL,2026-07-29,14291.61
AGL,2026-07-30,14459.25
AGL,2026-07-31,14500.23
FSR,2025-11-14,6931.63
FSR,2025-11-17,7077.29
FSR,2025-11-18,7223.04
FSR,2025-11-19,7225.22
FSR,2025-11-20,7171.5
FSR,2025-11-21,7310.0
FSR,2025-11-24,7048.23
FSR,2025-11-25,7041.52
FSR,2025-11-26,6989.34
FSR,2025-11-27,6916.75
FSR,2025-11-28,7159.05
FSR,2025-12-01,7284.13
FSR,2025-12-02,7330.61
FSR,2025-12-03,7291.9
FSR,2025-12-04,7411.01
FSR,2025-12-05,7420.81
FSR,2025-12-08,7238.61
FSR,2025-12-09,7180.99
FSR,2025-12-10,6936.52
FSR,2025-12-11,6881.96
FSR,2025-12-12,6908.17
FSR,2025-12-15,6927.83
FSR,2025-12-16,7089.09
FSR,2025-12-17,7046.16
FSR,2025-12-18,7175.17
FSR,2025-12-19,7123.53
FSR,2025-12-22,7123.77
FSR,2025-12-23,7017.65
FSR,2025-12-24,7287.09
FSR,2025-12-25,7315.66
FSR,2025-12-26,7175.0
FSR,2025-12-29,7401.6
FSR,2025-12-30,7382.51
FSR,2025-12-31,7209.54
FSR,2026-01-01,7186.63
FSR,2026-01-02,7245.49
FSR,2026-01-05,7284.83
FSR,2026-01-06,7289.22
FSR,2026-01-07,7326.32
FSR,2026-01-08,7309.83
FSR,2026-01-09,7470.3
FSR,2026-01-12,7493.45
FSR,2026-01-13,7455.93
FSR,2026-01-14,7783.23
FSR,2026-01-15,7863.06
FSR,2026-01-16,7753.45
FSR,2026-01-19,7804.32
FSR,2026-01-20,7814.29
FSR,2026-01-21,7548.87
FSR,2026-01-22,7677.06
FSR,2026-01-23,7596.85
FSR,2026-01-26,7409.26
FSR,2026-01-27,7267.46
FSR,2026-01-28,7373.97
FSR,2026-01-29,7278.34
FSR,2026-01-30,7343.63
FSR,2026-02-02,7366.98
FSR,2026-02-03,7457.91
FSR,2026-02-04,7522.07
FSR,2026-02-05,7567.4
FSR,2026-02-06,7492.51
FSR,2026-02-09,7552.27
FSR,2026-02-10,7681.4
FSR,2026-02-11,7544.77
FSR,2026-02-12,7390.71
FSR,2026-02-13,7448.94
FSR,2026-02-16,7623.6
FSR,2026-02-17,7610.02
FSR,2026-02-18,7581.2
FSR,2026-02-19,7710.54
FSR,2026-02-20,7674.15
FSR,2026-02-23,7763.58
FSR,2026-02-24,7800.58
FSR,2026-02-25,7980.85
FSR,2026-02-26,8198.86
FSR,2026-02-27,8256.4
FSR,2026-03-02,8002.69
FSR,2026-03-03,7822.92
FSR,2026-03-04,7822.92
FSR,2026-03-05,7812.33
FSR,2026-03-06,7824.27
FSR,2026-03-09,7829.76
FSR,2026-03-10,7998.34
FSR,2026-03-11,8031.76
FSR,2026-03-12,8168.75
FSR,2026-03-13,8198.28
FSR,2026-03-16,7972.71
FSR,2026-03-17,7895.48
FSR,2026-03-18,8077.02
FSR,2026-03-19,8040.17
FSR,2026-03-20,8074.16
FSR,2026-03-23,8014.34
FSR,2026-03-24,7970.57
FSR,2026-03-25,7855.29
FSR,2026-03-26,7875.61
FSR,2026-03-27,7920.84
FSR,2026-03-30,7819.64
FSR,2026-03-31,7589.81
FSR,2026-04-01,7618.87
FSR,2026-04-02,7539.63
FSR,2026-04-03,7577.77
FSR,2026-04-06,7474.6
FSR,2026-04-07,7334.11
FSR,2026-04-08,7417.22
FSR,2026-04-09,7484.05
FSR,2026-04-10,7470.92
FSR,2026-04-13,7614.69
FSR,2026-04-14,7756.97
FSR,2026-04-15,7466.64
FSR,2026-04-16,7317.08
FSR,2026-04-17,7284.08
FSR,2026-04-20,7454.41
FSR,2026-04-21,7381.46
FSR,2026-04-22,7393.86
FSR,2026-04-23,7436.53
FSR,2026-04-24,7474.74
FSR,2026-04-27,7510.61
FSR,2026-04-28,7432.78
FSR,2026-04-29,7283.32
FSR,2026-04-30,7382.93
FSR,2026-05-01,7400.61
FSR,2026-05-04,7411.75
FSR,2026-05-05,7270.11
FSR,2026-05-06,7389.92
FSR,2026-05-07,7394.03
FSR,2026-05-08,7269.66
FSR,2026-05-11,7088.68
FSR,2026-05-12,7116.69
FSR,2026-05-13,7413.98
