card_transaction_id,transaction_date,posting_date,account_id,customer_id,card_brand,card_type,card_last_four,transaction_type,amount,currency,exchange_rate,amount_zar,merchant_name,merchant_category_code,merchant_category_name,merchant_city,merchant_country,is_international,authorization_code,status,is_contactless,is_chip
cefa07b3-9921-4251-bf23-f04628b29449,2024-12-24,2024-12-24,35546f62-b8a6-4c44-8732-216de4b3c1b0,5136d8b2-a93b-41aa-92f7-db3139d0a2d3,Mastercard,Debit,2050,Purchase,5492.28,ZAR,1.0,5492.28,Naspers,5411,Grocery Stores,North Russell,ZA,False,AUTH986293,Approved,False,True
715c668b-e24b-4156-a910-01532c9102b0,2023-04-16,2023-04-17,5d927ea6-081d-41ef-9bbb-a4551deedcb3,91c9be29-eee1-4cde-a664-efe7e53212d5,Visa,Credit,1129,Purchase,887.51,ZAR,1.0,887.51,Amazon SA,5621,Women's Clothing Stores,Vereeniging,ZA,False,AUTH916672,Approved,False,True
21e3d2cd-f8ac-4594-afff-dfa07b40fe13,2018-06-12,2018-06-13,e3d96443-c719-4a01-9d3f-aa8b4640df6c,106cb973-661a-496e-a060-9e09a57efbb5,Visa,Debit,9621,Online Purchase,8951.17,ZAR,1.0,8951.17,Telkom,5541,Service Stations,Joycetown,ZA,False,AUTH186544,Reversed,False,True
8d1d81ab-3581-42ef-a6f6-74c12bd642e6,2021-02-11,2021-02-12,8d039ef6-8817-4daf-8557-6afd37468d93,3b306728-de33-45da-8613-34f78fd3ca6a,Visa,Debit,1507,Purchase,6454.92,ZAR,1.0,6454.92,Gym Company,5734,Electronics Stores,Witbank,ZA,False,AUTH369266,Approved,False,True
c03b1ff6-bd6b-4227-8eaa-575937546428,2023-04-09,2023-04-11,f51fab0c-b6f1-4627-96eb-f77a8e93c249,9a9d31d4-f9f8-4cf1-9cd8-0ab438e86ec7,Mastercard,Credit,4273,Contactless Payment,9089.97,ZAR,1.0,9089.97,Netflix SA,5541,Service Stations,Paynefurt,ZA,False,AUTH117257,Approved,True,True
5bb54471-f2df-4015-abd6-feceb33237f5,2017-07-26,2017-07-28,3a159030-051f-4e9c-b8f5-ecff7e5cddbc,95c94f51-1c42-4219-bd5d-6d7d5f07f30b,Visa,Credit,2432,Purchase,7085.91,ZAR,1.0,7085.91,Debonairs,5661,Shoe Stores,Boksburg,ZA,False,AUTH169440,Approved,False,False
3fc0b1a8-99c9-4c09-a2b6-aba87804fb05,2019-05-07,2019-05-07,3c8fb798-c3b6-409f-9971-2b15000eae45,96a0dd93-d9ee-4528-9173-61228081da8c,Mastercard,Credit,7364,Contactless Payment,2290.49,ZAR,1.0,2290.49,Superbalist,4814,Telecommunications,North Laura,ZA,False,AUTH275257,Approved,True,True
9abbd7e0-8660-4cd0-ae35-8fdd40cf9790,2020-04-24,2020-04-25,8204bddf-d38e-4c7d-840f-54335762aae3,056217c6-c731-4f79-b30f-c0d7ac911f00,Mastercard,Debit,7542,Purchase,10920.55,ZAR,1.0,10920.55,Amazon SA,5999,Retail Stores,West Dale,ZA,False,AUTH121220,Approved,False,True
b17c22b9-34a1-4565-9aa4-50b7b6e4715d,2020-07-30,2020-07-31,c9b07011-12b8-43f6-9ef8-d9b8b4500878,f08a0cb8-0801-4ed0-bad6-d7251ed2fea2,Visa,Credit,6638,Contactless Payment,5177.02,ZAR,1.0,5177.02,Checkers,5621,Women's Clothing Stores,Port Alexander,ZA,False,AUTH778780,Declined,True,False
78b413f3-2043-4f83-a8f9-858b561d75dd,2015-02-07,2015-02-07,4beec51d-b1b6-43b8-9476-6cc885b51c37,1bf46838-92d1-4b07-adc1-26f9bc1a6bdd,Visa,Debit,1064,Purchase,612.04,ZAR,1.0,612.04,Telkom,5411,Grocery Stores,Stellenbosch,ZA,False,AUTH294072,Approved,False,False
4a931c3a-ce57-401d-8559-cba99089d2e7,2021-11-24,2021-11-24,f75c54cf-e16c-4fc0-b3ae-a93a591a7503,4ea440d8-ce17-45ae-9037-e5677b3c173e,Mastercard,Debit,1076,Purchase,1812.53,ZAR,1.0,1812.53,Virgin Active,5999,Retail Stores,Krugersdorp,ZA,False,AUTH142080,Approved,False,True
272d4b0b-1a58-4d9e-a623-622816e31d33,2016-10-30,2016-10-30,52a4cc24-f574-4f97-8a7f-81182feb1bca,69a41e41-6acb-4658-847d-8f0ff4992a00,Mastercard,Debit,4660,Purchase,11964.1,ZAR,1.0,11964.1,Debonairs,5541,Service Stations,Bethlehem,ZA,False,AUTH466136,Approved,False,True
4193a254-fb41-4862-bb31-01d70c3cb79a,2022-02-12,2022-02-13,fed69861-8ec4-4b55-b235-e1a07492e0c5,bca80148-e7b8-4cd0-9ed4-29ebc0a69045,Visa,Debit,5809,Online Purchase,5115.72,ZAR,1.0,5115.72,Truworths,4814,Telecommunications,Lake Geoffrey,ZA,False,AUTH775545,Approved,False,True
15c316eb-524f-4738-92cb-4373c9c38a88,2016-05-30,2016-05-30,eb97036f-6a6f-4120-a2eb-224c81d759fa,77595890-46d2-4f84-ba33-d6e12b874937,Visa,Credit,6353,Purchase,8987.48,ZAR,1.0,8987.48,Mr Price,5411,Grocery Stores,North Jessicaview,ZA,False,AUTH127225,Approved,False,True
3d911a05-8fb4-4ee7-be28-cb18f366748b,2024-10-12,2024-10-13,5137b34d-8625-47ad-87b4-3444074f3fc3,b4ebc28f-526a-45ea-823c-588724471955,Visa,Credit,6985,International Purchase,20731.23,GBP,24.8553,515280.94,MTN,5541,Service Stations,Boksburg,FR,True,AUTH228220,Approved,False,True
9162543c-18f8-4938-95cc-d0a37893b282,2024-08-19,2024-08-19,f2565d0e-f8d4-42d3-abea-5f571338fc08,f1584ac8-e703-493b-b684-5079521cb443,Mastercard,Credit,3036,Contactless Payment,7669.43,ZAR,1.0,7669.43,Total SA,5661,Shoe Stores,North Aliceton,ZA,False,AUTH576155,Approved,True,True
aa74e619-14d0-46a3-a7bb-ef1658443933,2018-06-27,2018-06-29,0fe356f8-f46a-4f49-ae78-2a7ccbdd02f4,19720c0b-051e-47ea-b902-9b819c88f5ca,Mastercard,Debit,3492,Purchase,7232.18,ZAR,1.0,7232.18,Edgars,5912,Drug Stores & Pharmacies,Springs,ZA,False,AUTH400266,Approved,False,True
7492d578-6f8d-4479-ae8b-3a7818cf0c35,2020-10-08,2020-10-10,fe481b7b-4617-4cd9-8f7e-4780fbed25c9,97ddac20-2ab1-412a-aa23-deabd20e4497,Mastercard,Debit,2298,Purchase,10914.09,ZAR,1.0,10914.09,Vodacom,5311,Department Stores,iKapa,ZA,False,AUTH771657,Approved,False,True
bc44dbfd-1865-4758-a3df-8f8add36cd52,2017-07-04,2017-07-06,a4c5d2c4-a68a-43cd-8b90-d2a7c5a22394,aa0cf632-0446-46d5-9ce0-006948caa2ce,Visa,Debit,6275,Purchase,8609.52,ZAR,1.0,8609.52,City Power,7011,Hotels & Motels,Centurion,ZA,False,AUTH680041,Approved,False,True
c81edfe6-a12c-4c8c-be1e-9d002fd10aea,2022-02-20,2022-02-22,c69ea691-8454-4fff-a519-5f3221bb6779,d29864d0-31fd-4f9f-883a-7f503b38f90f,Visa,Debit,2917,Purchase,10094.97,ZAR,1.0,10094.97,Eskom,7011,Hotels & Motels,Stellenbosch,ZA,False,AUTH444355,Approved,False,True
091e9d68-6baa-4690-8aee-bc48e27803bc,2022-02-13,2022-02-14,4c821eef-220b-4049-905b-2db203a164d4,99bb606a-d40c-4df5-9890-d18086d5f335,Mastercard,Credit,1197,Contactless Payment,13776.85,ZAR,1.0,13776.85,Shell SA,5311,Department Stores,Bloemfontein,ZA,False,AUTH807317,Approved,True,False
a03a0257-2ce8-4d73-97c1-ef22e8a45968,2017-02-15,2017-02-15,a4341b92-e767-4d9a-a8bc-a1cd5c3cac45,e48bf09c-1d7e-4a66-9946-31e8e782c08e,Mastercard,Debit,2484,Purchase,1453.74,ZAR,1.0,1453.74,Dischem,4814,Telecommunications,Potchefstroom,ZA,False,AUTH767680,Approved,False,False
67fe5d1c-abdd-4321-97c7-a0587ab4f939,2022-11-04,2022-11-04,23954309-3a57-467d-a753-fdfafe6dfe53,e468483b-cf18-479d-8b10-3fc7f309a13a,Visa,Credit,6556,Purchase,9404.94,ZAR,1.0,9404.94,Total SA,5912,Drug Stores & Pharmacies,Springs,ZA,False,AUTH569144,Approved,False,False
ab71650b-0503-490f-b2b3-1b0eacaf28cc,2016-02-03,2016-02-03,c20e3e17-658f-42db-8bed-0130fef2c901,f560a11f-0a60-4875-a976-a07c45530d17,Mastercard,Debit,3775,Purchase,6328.41,ZAR,1.0,6328.41,Caltex SA,7011,Hotels & Motels,Lake Jackmouth,ZA,False,AUTH827013,Approved,False,False
ae16b2d6-e58e-4998-950d-668a60f0a0cb,2024-10-10,2024-10-10,f75c54cf-e16c-4fc0-b3ae-a93a591a7503,4ea440d8-ce17-45ae-9037-e5677b3c173e,Mastercard,Credit,5925,Purchase,11290.8,ZAR,1.0,11290.8,Truworths,5945,Hobby & Toy Shops,Kathu,ZA,False,AUTH130181,Approved,False,True
16a3a421-c969-4752-b8fa-a39eb9a876ba,2021-12-29,2021-12-31,2394630b-f57c-4ba1-8501-c26889763147,802e7e56-190c-41fd-a9d0-3d2880dd2cc3,Mastercard,Debit,5502,Purchase,5852.11,ZAR,1.0,5852.11,Woolworths,5661,Shoe Stores,Uitenhage,ZA,False,AUTH675916,Approved,False,True
ef97ebc5-28ee-4b5c-8c18-54d182af4325,2021-07-11,2021-07-13,ea3f5b5d-69d1-4f5a-892f-3598e5da8f70,fe7e677d-74e5-49b5-b656-0b6c8f1374bb,Visa,Credit,2889,Purchase,10979.43,ZAR,1.0,10979.43,Tiger Brands,5945,Hobby & Toy Shops,Upington,ZA,False,AUTH450209,Approved,False,True
7c452a0a-8b56-48b2-8fe6-e4c204df9714,2021-06-30,2021-07-02,ba8016de-86c1-4920-88db-bee7d0cd9b87,a97c8ade-97f8-47e0-8d05-75fbfdef84b4,Mastercard,Credit,1189,Purchase,12868.21,ZAR,1.0,12868.21,Takealot,5621,Women's Clothing Stores,Paarl,ZA,False,AUTH346745,Approved,False,True
9ec54ef7-f422-42da-899e-076550a82709,2020-05-12,2020-05-14,23daee00-7b68-4552-84d5-fde347167f98,1bf46838-92d1-4b07-adc1-26f9bc1a6bdd,Mastercard,Credit,9876,Purchase,10441.38,ZAR,1.0,10441.38,Takealot,5812,Eating Places & Restaurants,Mahikeng,ZA,False,AUTH339914,Approved,False,False
8d9f14a8-d434-421f-841d-355af3876122,2021-08-13,2021-08-13,d2e5e758-c7b6-47a8-8e69-495162641831,a19093bd-f153-4dbc-bcd8-fb5ad1a36321,Mastercard,Credit,1555,Contactless Payment,14319.45,ZAR,1.0,14319.45,H&M SA,5945,Hobby & Toy Shops,George,ZA,False,AUTH940332,Approved,True,True
c677ff43-2304-4620-b58d-e31de77e0ea3,2023-04-10,2023-04-11,c42d8640-cf6b-42f1-ab42-941239ae7479,88faa5c9-4534-4792-8d20-8b7f6ca3c0fd,Visa,Debit,5826,Contactless Payment,8980.66,ZAR,1.0,8980.66,Steers,7011,Hotels & Motels,North Nicole,ZA,False,AUTH722061,Approved,True,True
f9cd9dcf-b971-41d2-befe-12193cd3b176,2020-01-07,2020-01-08,f2565d0e-f8d4-42d3-abea-5f571338fc08,f1584ac8-e703-493b-b684-5079521cb443,Mastercard,Debit,4122,Online Purchase,7306.67,ZAR,1.0,7306.67,Naspers,5945,Hobby & Toy Shops,eThekwini,ZA,False,AUTH673122,Approved,False,True
d687365e-8bc1-4cb2-86a6-143688a064ce,2022-04-05,2022-04-06,fe481b7b-4617-4cd9-8f7e-4780fbed25c9,97ddac20-2ab1-412a-aa23-deabd20e4497,Visa,Credit,8305,Chargeback,1600.3,ZAR,1.0,1600.3,Checkers,8011,Doctors & Physicians,Stellenbosch,ZA,False,AUTH912408,Approved,False,True
c501a05e-dfc2-4d0c-afe2-8040025bb526,2018-08-06,2018-08-07,5d46670a-5225-449b-86c3-a18bc4e72537,148694da-57d4-425a-9f97-96d8293011be,Mastercard,Credit,9620,Purchase,10426.01,ZAR,1.0,10426.01,Truworths,4816,Online Services,Upington,ZA,False,AUTH548820,Approved,False,True
1821904c-a02f-4b7c-b62b-89bbfe57b368,2016-10-13,2016-10-14,07c7e1bc-65dc-48ff-ab9a-3dce36774fc6,8931f44e-bcba-4267-9d91-cf99c1259d56,Mastercard,Debit,9592,Refund,1541.42,ZAR,1.0,1541.42,Checkers,4111,Transportation,Uitenhage,ZA,False,AUTH588392,Approved,False,True
864c1a43-3cc5-40e8-a4fd-002ced89945f,2015-07-05,2015-07-06,24c74360-9832-4d08-89dd-a00aaef9e898,31e7d721-e2e5-4bc2-8b0f-1c16bf58e45e,Visa,Credit,2785,Refund,7638.6,ZAR,1.0,7638.6,Engen,5661,Shoe Stores,West Marilyn,ZA,False,AUTH558143,Approved,False,True
6a94a73e-e594-4124-89fb-56e358ead35d,2024-04-25,2024-04-25,82fa8ab9-24e2-490b-bacc-e9c122ee0ff1,02523414-87f6-4817-8cf2-297f40600402,Visa,Debit,4551,Purchase,2411.41,ZAR,1.0,2411.41,Steers,5999,Retail Stores,Lake Howard,ZA,False,AUTH475443,Approved,False,True
468ca41d-0005-4acf-9af6-3edc7079f28b,2019-04-25,2019-04-25,c20e3e17-658f-42db-8bed-0130fef2c901,f560a11f-0a60-4875-a976-a07c45530d17,Mastercard,Credit,9603,Purchase,2588.09,ZAR,1.0,2588.09,Total SA,5621,Women's Clothing Stores,Lyonsland,ZA,False,AUTH885607,Approved,False,True
1dc12f48-679a-41e5-9b82-6f8de6106fa0,2022-03-31,2022-04-02,3cf01646-9180-4f8f-bf3c-dae3ee96c9af,a230f313-bffe-4fb1-884a-180392f85ad8,Visa,Credit,5226,Contactless Payment,4348.17,ZAR,1.0,4348.17,Eskom,5621,Women's Clothing Stores,Middelburg,ZA,False,AUTH610704,Approved,True,True
0a2efc79-d04a-4bff-bca9-62292d16ddca,2017-07-04,2017-07-06,eb97036f-6a6f-4120-a2eb-224c81d759fa,77595890-46d2-4f84-ba33-d6e12b874937,Mastercard,Credit,7013,Purchase,10803.24,ZAR,1.0,10803.24,Shoprite,4816,Online Services,Rustenburg,ZA,False,AUTH826313,Approved,False,True
aa75ba70-bb8e-4cc7-b74c-395d8a1e80d8,2016-05-19,2016-05-19,5c81b1bd-9dfe-4a26-903c-066c5f50e929,67c9be79-bce5-4b32-a44d-98517a2477e3,Mastercard,Debit,2218,Contactless Payment,4730.33,ZAR,1.0,4730.33,Superbalist,5945,Hobby & Toy Shops,South Jodie,ZA,False,AUTH876684,Approved,True,True
270c7fb5-a623-49b2-85d5-bed3f7a43346,2015-03-18,2015-03-18,78a218ef-f8f6-496f-903b-dfa91c2ba2f4,5f07ee40-578a-4751-985d-4e36af164992,Visa,Credit,1018,Contactless Payment,1318.7,ZAR,1.0,1318.7,Shoprite,4814,Telecommunications,Bloemfontein,ZA,False,AUTH357313,Approved,True,True
236a8e26-1371-41ee-a4ab-dcbff48badc6,2022-05-23,2022-05-24,e58cee77-d20c-47d6-b192-9e0939c880b7,943b547a-caaf-4494-a2d8-c22932b3d538,Visa,Debit,3830,Chargeback,1379.94,ZAR,1.0,1379.94,Superbalist,4111,Transportation,Klerksdorp,ZA,False,AUTH511740,Approved,False,False
1f6440d1-3c45-4c11-a560-7b0284d2a47e,2018-06-06,2018-06-08,fe481b7b-4617-4cd9-8f7e-4780fbed25c9,97ddac20-2ab1-412a-aa23-deabd20e4497,Mastercard,Credit,7949,Contactless Payment,4225.55,ZAR,1.0,4225.55,Checkers,5621,Women's Clothing Stores,Soweto,ZA,False,AUTH852522,Approved,True,True
3222c01c-ee21-4f69-9ae0-16618a24812a,2021-10-25,2021-10-26,502acaed-89ca-45fa-845d-4c5e3b6db22f,3e12b679-d262-4e5f-abb3-e50d983421e2,Mastercard,Debit,9918,Purchase,13447.99,ZAR,1.0,13447.99,H&M SA,5734,Electronics Stores,Gibbonston,ZA,False,AUTH945326,Approved,False,True
837864eb-4305-4de2-9d8b-4d67dc1e7c11,2019-07-12,2019-07-12,df09270a-820a-466a-bf70-721bb00f6850,f08a0cb8-0801-4ed0-bad6-d7251ed2fea2,Mastercard,Credit,8693,Purchase,4470.74,ZAR,1.0,4470.74,Pick n Pay,4814,Telecommunications,Vanderbijlpark,ZA,False,AUTH187538,Approved,False,True
db2af164-ea19-4701-bf21-1e5173c05d0f,2020-10-06,2020-10-07,eb97036f-6a6f-4120-a2eb-224c81d759fa,77595890-46d2-4f84-ba33-d6e12b874937,Visa,Credit,8937,Cash Advance,760.16,ZAR,1.0,760.16,Bidvest,5734,Electronics Stores,Middelburg,ZA,False,AUTH237459,Approved,False,True
7b986041-02fa-4386-b00a-857223f9400b,2015-01-09,2015-01-11,6bdf7092-bcb0-4eb2-8aab-d75d40b7e1d7,a5b3d0e7-1c37-41b2-8e9b-c9b78f83cb2d,Mastercard,Debit,9828,Refund,2490.97,ZAR,1.0,2490.97,Takealot,7011,Hotels & Motels,Randfontein,ZA,False,AUTH887861,Approved,False,True
01d2bd68-1705-46ea-adfb-7e6a56a76064,2021-02-12,2021-02-14,63ab2f34-dcdc-4e11-932a-63aa3598f8ee,7d4231d8-3c31-40d7-b590-408208c140a4,Mastercard,Credit,2425,Purchase,11724.16,ZAR,1.0,11724.16,Cell C,4111,Transportation,iBhayi,ZA,False,AUTH302866,Approved,False,False
d1d9ac59-eec2-4557-acbc-9f5c397d7cf9,2015-04-30,2015-04-30,7aef813b-dc7c-43e8-9b97-6ed2aa92d763,2e55a89e-d749-4d86-862c-9b529be6064f,Mastercard,Credit,8595,Contactless Payment,2050.93,ZAR,1.0,2050.93,Foschini,7011,Hotels & Motels,Rosschester,ZA,False,AUTH578641,Approved,True,False
4465d6ac-ddd9-4cfd-a05d-5dbdef4639dc,2020-09-19,2020-09-20,16f89369-1dde-4ef9-8c3d-ead81a0c6cf5,cb29fca6-4779-47de-b4d8-d702da77cbe5,Mastercard,Credit,3088,Purchase,5071.34,ZAR,1.0,5071.34,Takealot,4814,Telecommunications,Lake Staceymouth,ZA,False,AUTH612977,Approved,False,True
430b5542-ef8a-434a-8864-fe51fedc33ec,2022-11-17,2022-11-18,25db4c54-6c26-4cee-b061-bdd813529556,52347243-9079-4ddd-b580-f6bf33305faa,Visa,Credit,6418,Contactless Payment,14593.61,ZAR,1.0,14593.61,Pick n Pay,5541,Service Stations,Josephinetown,ZA,False,AUTH270754,Approved,True,False
dbb52b83-cce8-44c0-982e-7d3ea226b459,2024-04-27,2024-04-28,c07fb421-32df-432f-a1e3-5dca2a0d375c,d185f9f0-8fc7-406e-8e5a-ca0aeae36542,Visa,Credit,5671,Purchase,12241.51,ZAR,1.0,12241.51,Caltex SA,5411,Grocery Stores,Uitenhage,ZA,False,AUTH159607,Approved,False,False
9861581d-1918-4ac9-aae0-3cd6883cc20b,2024-02-03,2024-02-04,eafe49c0-9bf7-4fd2-b7aa-09b6344d100e,5ab5c897-3eeb-45ec-b3b9-ee1be43e5652,Visa,Credit,7291,Purchase,12514.11,ZAR,1.0,12514.11,Momentum,5541,Service Stations,Witbank,ZA,False,AUTH280927,Approved,False,True
8aba0a20-5548-483c-99b6-c601599f5fbd,2023-02-08,2023-02-10,8723aed5-97bd-488b-8ff1-776545d3901a,bbbac18e-3bf9-43fa-9184-da720b7e6c0d,Visa,Debit,2112,Cash Advance,4594.85,ZAR,1.0,4594.85,Netflix SA,5661,Shoe Stores,Smithstad,ZA,False,AUTH489554,Reversed,False,False
91e90dc3-2643-4691-b072-bc2a45bc617f,2015-12-22,2015-12-24,9c7e2c81-a85b-4300-a99b-6edfbfd42cfe,2b230825-6b17-4ffe-9620-5f77ec1c9594,Visa,Credit,9311,Purchase,12731.85,ZAR,1.0,12731.85,Cell C,5734,Electronics Stores,Aliborough,ZA,False,AUTH133553,Approved,False,False
ba322a25-2342-4a42-ab7f-69a0a4fcd29d,2017-06-10,2017-06-12,db617c72-425e-437c-a34a-66b127cb489e,aa0cf632-0446-46d5-9ce0-006948caa2ce,Visa,Credit,3788,Purchase,1063.83,ZAR,1.0,1063.83,McDonald's SA,7011,Hotels & Motels,Musina,ZA,False,AUTH262501,Approved,False,True
43f37711-24b5-4432-a96c-c80561d8f6c1,2020-08-29,2020-08-30,336f8b76-410a-4137-bf38-e53cb171eb88,c1dc20be-75a1-4a1d-ac08-a8936903ed07,Mastercard,Debit,6378,Refund,5886.57,ZAR,1.0,5886.57,Dischem,8011,Doctors & Physicians,George,ZA,False,AUTH268330,Approved,False,False
2145eb79-6175-44fb-9a8b-47438193d4b7,2022-09-14,2022-09-14,8fd4a71b-f5a9-4402-8203-5dcbcb3e2d8b,97ddac20-2ab1-412a-aa23-deabd20e4497,Mastercard,Debit,8033,Purchase,6336.11,ZAR,1.0,6336.11,Woolworths,4814,Telecommunications,Abbottland,ZA,False,AUTH568732,Approved,False,True
b82ed47b-5c0d-4e6e-bf34-6ce4ed071be9,2018-03-28,2018-03-30,997d4533-20ea-4718-aacf-97d0a3287dc8,d7243b67-f245-405d-aa9e-5320dfd3fe49,Visa,Credit,8436,Purchase,6080.33,ZAR,1.0,6080.33,Checkers,4814,Telecommunications,Paarl,ZA,False,AUTH617713,Approved,False,True
e66d2821-4d26-4fcd-8cb9-a29a8de79260,2022-03-29,2022-03-31,82fa8ab9-24e2-490b-bacc-e9c122ee0ff1,02523414-87f6-4817-8cf2-297f40600402,Visa,Credit,5043,Purchase,3506.94,ZAR,1.0,3506.94,Clicks,5945,Hobby & Toy Shops,Morganburgh,ZA,False,AUTH283430,Approved,False,True
9684363a-73f5-475b-900b-e0f9215fa6d6,2018-07-19,2018-07-19,c18d8060-909e-49d1-8e42-9445994037b0,1e6bfc01-54e8-49f1-b039-a6bce14d302e,Mastercard,Credit,6688,Purchase,8772.69,ZAR,1.0,8772.69,Debonairs,5912,Drug Stores & Pharmacies,Chatsworth,ZA,False,AUTH233611,Pending,False,False
16bcc4f7-09ec-494d-948a-7352cf1d2feb,2016-02-19,2016-02-19,4e1bb47c-33e0-4919-8fbe-e23eea0e3802,19c5ba73-e18f-49a2-a104-e01ab37e74f4,Mastercard,Credit,6790,Contactless Payment,1174.49,ZAR,1.0,1174.49,Cell C,4814,Telecommunications,Soweto,ZA,False,AUTH383760,Approved,True,True
75489551-c309-4e0b-9551-6473a87aa20a,2024-12-29,2024-12-30,920f40d1-f7a7-466f-aa09-4666c67e8967,91c9be29-eee1-4cde-a664-efe7e53212d5,Mastercard,Debit,9097,Purchase,14549.51,ZAR,1.0,14549.51,Engen,4816,Online Services,Kathu,ZA,False,AUTH505122,Reversed,False,True
f9e3e809-0af1-4461-a66b-5a20cfa4cd9d,2019-01-26,2019-01-27,35546f62-b8a6-4c44-8732-216de4b3c1b0,5136d8b2-a93b-41aa-92f7-db3139d0a2d3,Visa,Debit,4803,Cash Advance,1842.08,ZAR,1.0,1842.08,Steers,4111,Transportation,Bethlehem,ZA,False,AUTH234143,Approved,False,True
22ab6f42-ca7d-443c-a1ff-28ddb25d7ad5,2022-02-09,2022-02-11,997d4533-20ea-4718-aacf-97d0a3287dc8,d7243b67-f245-405d-aa9e-5320dfd3fe49,Visa,Debit,2030,Purchase,7544.16,ZAR,1.0,7544.16,Clicks,5945,Hobby & Toy Shops,Fordmouth,ZA,False,AUTH477865,Approved,False,True
d1dfba32-f85c-4b17-954f-20e19e920b62,2024-04-23,2024-04-24,bf8cac5f-dc55-4b58-9a74-a337e8826ca8,eaf88bf2-93bd-40fc-bc6a-c6a64d63c873,Visa,Debit,7931,International Purchase,28598.25,GBP,23.351,667797.74,Eskom,5661,Shoe Stores,East Leigh,VA,True,AUTH326044,Declined,False,False
7d9f0b57-428b-4541-bbf4-d384ab917b73,2018-05-15,2018-05-15,24c74360-9832-4d08-89dd-a00aaef9e898,31e7d721-e2e5-4bc2-8b0f-1c16bf58e45e,Visa,Credit,4738,Purchase,2605.56,ZAR,1.0,2605.56,Truworths,4814,Telecommunications,Tembisa,ZA,False,AUTH541727,Approved,False,False
